Title,Description
fetch_adc_result()," LLR-tbd The function shall return current Iq, LLR-tbd The function shall return current Iq ,The main contact is closed when the auxiliary normal open contact is closed and the auxiliary normal contact is OPEN,The main contact is open when the auxiliary normal open contact is open and the auxiliary normal contact is CLOSED,In all other cases the main contact has UNDEFINED state. "
get_09_offset_voltage," LLR-tbd The function shall return current Iq, LLR-tbd The function shall return current Iq ,The main contact is closed when the auxiliary normal open contact is closed and the auxiliary normal contact is OPEN,The main contact is open when the auxiliary normal open contact is open and the auxiliary normal contact is CLOSED,In all other cases the main contact has UNDEFINED state. "
get_09_offset_voltage()," LLR-tbd The function shall return current Iq, LLR-tbd The function shall return current Iq ,The main contact is closed when the auxiliary normal open contact is closed and the auxiliary normal contact is OPEN,The main contact is open when the auxiliary normal open contact is open and the auxiliary normal contact is CLOSED,In all other cases the main contact has UNDEFINED state. "
get_current_Iq," LLR-tbd The function shall return current Iq, LLR-tbd The function shall return current Iq ,The main contact is closed when the auxiliary normal open contact is closed and the auxiliary normal contact is OPEN,The main contact is open when the auxiliary normal open contact is open and the auxiliary normal contact is CLOSED,In all other cases the main contact has UNDEFINED state. "
get_dc_main_contact_state,"The main contact is closed when the auxiliary normal open contact is closed and the auxiliary normal contact is OPEN,The main contact is open when the auxiliary normal open contact is open and the auxiliary normal contact is CLOSED,In all other cases the main contact has UNDEFINED state. "
get_dcrelay_coil_current,"A closed contact is detected if at least the last three signal changes.,An open contact is detected when the signal remains constant at HIGH level.,In all other cases, the status of the auxiliary contact as undefined. "
get_dcrelay_coil_current(),"A closed contact is detected if at least the last three signal changes.,An open contact is detected when the signal remains constant at HIGH level.,In all other cases, the status of the auxiliary contact as undefined. "
get_dcrelay_coil_voltage,"A closed contact is detected if at least the last three signal changes.,An open contact is detected when the signal remains constant at HIGH level.,In all other cases, the status of the auxiliary contact as undefined. "
get_dcrelay_coil_voltage(),"A closed contact is detected if at least the last three signal changes.,An open contact is detected when the signal remains constant at HIGH level.,In all other cases, the status of the auxiliary contact as undefined. "
get_monitor_voltage_minus_24,"A closed contact is detected if at least the last three signal changes.,An open contact is detected when the signal remains constant at HIGH level.,In all other cases, the status of the auxiliary contact as undefined. "
get_monitor_voltage_minus_24(),"A closed contact is detected if at least the last three signal changes.,An open contact is detected when the signal remains constant at HIGH level.,In all other cases, the status of the auxiliary contact as undefined. "
get_monitor_voltage_plus_15,"A closed contact is detected if at least the last three signal changes.,An open contact is detected when the signal remains constant at HIGH level.,In all other cases, the status of the auxiliary contact as undefined. "
get_monitor_voltage_plus_15(),"A closed contact is detected if at least the last three signal changes.,An open contact is detected when the signal remains constant at HIGH level.,In all other cases, the status of the auxiliary contact as undefined. "
get_monitor_voltage_plus_24,"A closed contact is detected if at least the last three signal changes.,An open contact is detected when the signal remains constant at HIGH level.,In all other cases, the status of the auxiliary contact as undefined. "
get_monitor_voltage_plus_24(),"A closed contact is detected if at least the last three signal changes.,An open contact is detected when the signal remains constant at HIGH level.,In all other cases, the status of the auxiliary contact as undefined. "
get_monitoring_voltage_1V_Offset_scaled,"A closed contact is detected if at least the last three signal changes.,An open contact is detected when the signal remains constant at HIGH level.,In all other cases, the status of the auxiliary contact as undefined. "
get_monitoring_voltage_1V_Offset_scaled(),"A closed contact is detected if at least the last three signal changes.,An open contact is detected when the signal remains constant at HIGH level.,In all other cases, the status of the auxiliary contact as undefined. "
get_monitoring_voltage_KL15_scaled,"A closed contact is detected if at least the last three signal changes.,An open contact is detected when the signal remains constant at HIGH level.,In all other cases, the status of the auxiliary contact as undefined. "
get_monitoring_voltage_KL15_scaled(),"A closed contact is detected if at least the last three signal changes.,An open contact is detected when the signal remains constant at HIGH level.,In all other cases, the status of the auxiliary contact as undefined. "
get_monitoring_voltage_KL30_scaled,"A closed contact is detected if at least the last three signal changes.,An open contact is detected when the signal remains constant at HIGH level.,In all other cases, the status of the auxiliary contact as undefined. "
get_monitoring_voltage_KL30_scaled(),"A closed contact is detected if at least the last three signal changes.,An open contact is detected when the signal remains constant at HIGH level.,In all other cases, the status of the auxiliary contact as undefined. "
get_monitoring_voltage_minus_24V_scaled,"A closed contact is detected if at least the last three signal changes.,An open contact is detected when the signal remains constant at HIGH level.,In all other cases, the status of the auxiliary contact as undefined. "
get_monitoring_voltage_minus_24V_scaled(),"A closed contact is detected if at least the last three signal changes.,An open contact is detected when the signal remains constant at HIGH level.,In all other cases, the status of the auxiliary contact as undefined. "
get_monitoring_voltage_plus_15V_scaled,"A closed contact is detected if at least the last three signal changes.,An open contact is detected when the signal remains constant at HIGH level.,In all other cases, the status of the auxiliary contact as undefined. "
get_monitoring_voltage_plus_15V_scaled(),"A closed contact is detected if at least the last three signal changes.,An open contact is detected when the signal remains constant at HIGH level.,In all other cases, the status of the auxiliary contact as undefined. "
get_monitoring_voltage_plus_24V_scaled,"A closed contact is detected if at least the last three signal changes.,An open contact is detected when the signal remains constant at HIGH level.,In all other cases, the status of the auxiliary contact as undefined. "
get_monitoring_voltage_plus_24V_scaled(),"A closed contact is detected if at least the last three signal changes.,An open contact is detected when the signal remains constant at HIGH level.,In all other cases, the status of the auxiliary contact as undefined. "
get_MotorCurrent_i1,"A closed contact is detected if at least the last three signal changes.,An open contact is detected when the signal remains constant at HIGH level.,In all other cases, the status of the auxiliary contact as undefined. "
get_MotorCurrent_i1(),"A closed contact is detected if at least the last three signal changes.,An open contact is detected when the signal remains constant at HIGH level.,In all other cases, the status of the auxiliary contact as undefined. "
get_MotorCurrent_i2,"A closed contact is detected if at least the last three signal changes.,An open contact is detected when the signal remains constant at HIGH level.,In all other cases, the status of the auxiliary contact as undefined. "
get_MotorCurrent_i2(),"A closed contact is detected if at least the last three signal changes.,An open contact is detected when the signal remains constant at HIGH level.,In all other cases, the status of the auxiliary contact as undefined. "
get_MotorCurrent_i3,"A closed contact is detected if at least the last three signal changes.,An open contact is detected when the signal remains constant at HIGH level.,In all other cases, the status of the auxiliary contact as undefined. "
get_MotorCurrent_i3(),"A closed contact is detected if at least the last three signal changes.,An open contact is detected when the signal remains constant at HIGH level.,In all other cases, the status of the auxiliary contact as undefined. "
get_MotorCurrent_i4,"A closed contact is detected if at least the last three signal changes.,An open contact is detected when the signal remains constant at HIGH level.,In all other cases, the status of the auxiliary contact as undefined. "
get_MotorCurrent_i4(),"A closed contact is detected if at least the last three signal changes.,An open contact is detected when the signal remains constant at HIGH level.,In all other cases, the status of the auxiliary contact as undefined. "
get_MotorCurrent_Ix_Sample,"A closed contact is detected if at least the last three signal changes.,An open contact is detected when the signal remains constant at HIGH level.,In all other cases, the status of the auxiliary contact as undefined. "
get_normal_closed_contact_state,"A closed contact is detected if at least the last three signal changes.,An open contact is detected when the signal remains constant at HIGH level.,In all other cases, the status of the auxiliary contact as undefined. "
get_normal_closed_contact_state(),"A closed contact is detected if at least the last three signal changes.,An open contact is detected when the signal remains constant at HIGH level.,In all other cases, the status of the auxiliary contact as undefined. "
get_normal_open_contact_state,"A closed contact is detected if at least the last three signal changes.,An open contact is detected when the signal remains constant at HIGH level.,In all other cases, the status of the auxiliary contact as undefined. "
get_normal_open_contact_state(),"A closed contact is detected if at least the last three signal changes.,An open contact is detected when the signal remains constant at HIGH level.,In all other cases, the status of the auxiliary contact as undefined. "
get_Resolver3v3_voltage,"initialize group config by calling IfxVadc_Adc_initGroupConfig,Overriding the following default parameters
requestSlotScanEnabled with TRUE
requestSlotStartMode with (groupId==IfxVadc_GroupId_0) ? IfxVadc_RequestSlotStartMode_cancelInjectRepeat : IfxVadc_RequestSlotStartMode_waitForStart ;
autoscanEnabled with FALSE
requestSlotBackgroundScanEnabled with TRUE
backgroundScanRequest gatingMode with IfxVadc_GatingMode_always
scanRequest gatingMode with IfxVadc_GatingMode_always
scanRequest triggerMode with IfxVadc_TriggerMode_uponFallingEdge ;
scanRequest triggerSource with IfxVadc_TriggerSource_7;

,initialize the group by calling IfxVadc_Adc_initGroup param[in] groupdId as IfxVadc_GroupId for ADC group  "
get_Resolver3v3_voltage(),"initialize group config by calling IfxVadc_Adc_initGroupConfig,Overriding the following default parameters
requestSlotScanEnabled with TRUE
requestSlotStartMode with (groupId==IfxVadc_GroupId_0) ? IfxVadc_RequestSlotStartMode_cancelInjectRepeat : IfxVadc_RequestSlotStartMode_waitForStart ;
autoscanEnabled with FALSE
requestSlotBackgroundScanEnabled with TRUE
backgroundScanRequest gatingMode with IfxVadc_GatingMode_always
scanRequest gatingMode with IfxVadc_GatingMode_always
scanRequest triggerMode with IfxVadc_TriggerMode_uponFallingEdge ;
scanRequest triggerSource with IfxVadc_TriggerSource_7;

,initialize the group by calling IfxVadc_Adc_initGroup param[in] groupdId as IfxVadc_GroupId for ADC group  "
get_SafetyDiagnCurrent,"initialize group config by calling IfxVadc_Adc_initGroupConfig,Overriding the following default parameters
requestSlotScanEnabled with TRUE
requestSlotStartMode with (groupId==IfxVadc_GroupId_0) ? IfxVadc_RequestSlotStartMode_cancelInjectRepeat : IfxVadc_RequestSlotStartMode_waitForStart ;
autoscanEnabled with FALSE
requestSlotBackgroundScanEnabled with TRUE
backgroundScanRequest gatingMode with IfxVadc_GatingMode_always
scanRequest gatingMode with IfxVadc_GatingMode_always
scanRequest triggerMode with IfxVadc_TriggerMode_uponFallingEdge ;
scanRequest triggerSource with IfxVadc_TriggerSource_7;

,initialize the group by calling IfxVadc_Adc_initGroup param[in] groupdId as IfxVadc_GroupId for ADC group  "
get_SafetyDiagnVoltage(),"initialize group config by calling IfxVadc_Adc_initGroupConfig,Overriding the following default parameters
requestSlotScanEnabled with TRUE
requestSlotStartMode with (groupId==IfxVadc_GroupId_0) ? IfxVadc_RequestSlotStartMode_cancelInjectRepeat : IfxVadc_RequestSlotStartMode_waitForStart ;
autoscanEnabled with FALSE
requestSlotBackgroundScanEnabled with TRUE
backgroundScanRequest gatingMode with IfxVadc_GatingMode_always
scanRequest gatingMode with IfxVadc_GatingMode_always
scanRequest triggerMode with IfxVadc_TriggerMode_uponFallingEdge ;
scanRequest triggerSource with IfxVadc_TriggerSource_7;

,initialize the group by calling IfxVadc_Adc_initGroup param[in] groupdId as IfxVadc_GroupId for ADC group  "
get_SafetyDiagnVoltage,"initialize group config by calling IfxVadc_Adc_initGroupConfig,Overriding the following default parameters
requestSlotScanEnabled with TRUE
requestSlotStartMode with (groupId==IfxVadc_GroupId_0) ? IfxVadc_RequestSlotStartMode_cancelInjectRepeat : IfxVadc_RequestSlotStartMode_waitForStart ;
autoscanEnabled with FALSE
requestSlotBackgroundScanEnabled with TRUE
backgroundScanRequest gatingMode with IfxVadc_GatingMode_always
scanRequest gatingMode with IfxVadc_GatingMode_always
scanRequest triggerMode with IfxVadc_TriggerMode_uponFallingEdge ;
scanRequest triggerSource with IfxVadc_TriggerSource_7;

,initialize the group by calling IfxVadc_Adc_initGroup param[in] groupdId as IfxVadc_GroupId for ADC group  "
get_SafetyDiagnVoltage(),"initialize group config by calling IfxVadc_Adc_initGroupConfig,Overriding the following default parameters
requestSlotScanEnabled with TRUE
requestSlotStartMode with (groupId==IfxVadc_GroupId_0) ? IfxVadc_RequestSlotStartMode_cancelInjectRepeat : IfxVadc_RequestSlotStartMode_waitForStart ;
autoscanEnabled with FALSE
requestSlotBackgroundScanEnabled with TRUE
backgroundScanRequest gatingMode with IfxVadc_GatingMode_always
scanRequest gatingMode with IfxVadc_GatingMode_always
scanRequest triggerMode with IfxVadc_TriggerMode_uponFallingEdge ;
scanRequest triggerSource with IfxVadc_TriggerSource_7;

,initialize the group by calling IfxVadc_Adc_initGroup param[in] groupdId as IfxVadc_GroupId for ADC group  "
get_status_KL15_hysteresis_high,"initialize group config by calling IfxVadc_Adc_initGroupConfig,Overriding the following default parameters
requestSlotScanEnabled with TRUE
requestSlotStartMode with (groupId==IfxVadc_GroupId_0) ? IfxVadc_RequestSlotStartMode_cancelInjectRepeat : IfxVadc_RequestSlotStartMode_waitForStart ;
autoscanEnabled with FALSE
requestSlotBackgroundScanEnabled with TRUE
backgroundScanRequest gatingMode with IfxVadc_GatingMode_always
scanRequest gatingMode with IfxVadc_GatingMode_always
scanRequest triggerMode with IfxVadc_TriggerMode_uponFallingEdge ;
scanRequest triggerSource with IfxVadc_TriggerSource_7;

,initialize the group by calling IfxVadc_Adc_initGroup param[in] groupdId as IfxVadc_GroupId for ADC group  "
get_status_KL15_hysteresis_high(),"initialize group config by calling IfxVadc_Adc_initGroupConfig,Overriding the following default parameters
requestSlotScanEnabled with TRUE
requestSlotStartMode with (groupId==IfxVadc_GroupId_0) ? IfxVadc_RequestSlotStartMode_cancelInjectRepeat : IfxVadc_RequestSlotStartMode_waitForStart ;
autoscanEnabled with FALSE
requestSlotBackgroundScanEnabled with TRUE
backgroundScanRequest gatingMode with IfxVadc_GatingMode_always
scanRequest gatingMode with IfxVadc_GatingMode_always
scanRequest triggerMode with IfxVadc_TriggerMode_uponFallingEdge ;
scanRequest triggerSource with IfxVadc_TriggerSource_7;

,initialize the group by calling IfxVadc_Adc_initGroup param[in] groupdId as IfxVadc_GroupId for ADC group  "
get_status_KL15_hysteresis_low,"initialize group config by calling IfxVadc_Adc_initGroupConfig,Overriding the following default parameters
requestSlotScanEnabled with TRUE
requestSlotStartMode with (groupId==IfxVadc_GroupId_0) ? IfxVadc_RequestSlotStartMode_cancelInjectRepeat : IfxVadc_RequestSlotStartMode_waitForStart ;
autoscanEnabled with FALSE
requestSlotBackgroundScanEnabled with TRUE
backgroundScanRequest gatingMode with IfxVadc_GatingMode_always
scanRequest gatingMode with IfxVadc_GatingMode_always
scanRequest triggerMode with IfxVadc_TriggerMode_uponFallingEdge ;
scanRequest triggerSource with IfxVadc_TriggerSource_7;

,initialize the group by calling IfxVadc_Adc_initGroup param[in] groupdId as IfxVadc_GroupId for ADC group  "
get_status_KL15_hysteresis_low(),"initialize group config by calling IfxVadc_Adc_initGroupConfig,Overriding the following default parameters
requestSlotScanEnabled with TRUE
requestSlotStartMode with (groupId==IfxVadc_GroupId_0) ? IfxVadc_RequestSlotStartMode_cancelInjectRepeat : IfxVadc_RequestSlotStartMode_waitForStart ;
autoscanEnabled with FALSE
requestSlotBackgroundScanEnabled with TRUE
backgroundScanRequest gatingMode with IfxVadc_GatingMode_always
scanRequest gatingMode with IfxVadc_GatingMode_always
scanRequest triggerMode with IfxVadc_TriggerMode_uponFallingEdge ;
scanRequest triggerSource with IfxVadc_TriggerSource_7;

,initialize the group by calling IfxVadc_Adc_initGroup param[in] groupdId as IfxVadc_GroupId for ADC group  "
get_voltage_KL15,"initialize group config by calling IfxVadc_Adc_initGroupConfig,Overriding the following default parameters
requestSlotScanEnabled with TRUE
requestSlotStartMode with (groupId==IfxVadc_GroupId_0) ? IfxVadc_RequestSlotStartMode_cancelInjectRepeat : IfxVadc_RequestSlotStartMode_waitForStart ;
autoscanEnabled with FALSE
requestSlotBackgroundScanEnabled with TRUE
backgroundScanRequest gatingMode with IfxVadc_GatingMode_always
scanRequest gatingMode with IfxVadc_GatingMode_always
scanRequest triggerMode with IfxVadc_TriggerMode_uponFallingEdge ;
scanRequest triggerSource with IfxVadc_TriggerSource_7;

,initialize the group by calling IfxVadc_Adc_initGroup param[in] groupdId as IfxVadc_GroupId for ADC group  "
get_voltage_KL15(),"initialize group config by calling IfxVadc_Adc_initGroupConfig,Overriding the following default parameters
requestSlotScanEnabled with TRUE
requestSlotStartMode with (groupId==IfxVadc_GroupId_0) ? IfxVadc_RequestSlotStartMode_cancelInjectRepeat : IfxVadc_RequestSlotStartMode_waitForStart ;
autoscanEnabled with FALSE
requestSlotBackgroundScanEnabled with TRUE
backgroundScanRequest gatingMode with IfxVadc_GatingMode_always
scanRequest gatingMode with IfxVadc_GatingMode_always
scanRequest triggerMode with IfxVadc_TriggerMode_uponFallingEdge ;
scanRequest triggerSource with IfxVadc_TriggerSource_7;

,initialize the group by calling IfxVadc_Adc_initGroup param[in] groupdId as IfxVadc_GroupId for ADC group  "
get_voltage_KL30,"initialize group config by calling IfxVadc_Adc_initGroupConfig,Overriding the following default parameters
requestSlotScanEnabled with TRUE
requestSlotStartMode with (groupId==IfxVadc_GroupId_0) ? IfxVadc_RequestSlotStartMode_cancelInjectRepeat : IfxVadc_RequestSlotStartMode_waitForStart ;
autoscanEnabled with FALSE
requestSlotBackgroundScanEnabled with TRUE
backgroundScanRequest gatingMode with IfxVadc_GatingMode_always
scanRequest gatingMode with IfxVadc_GatingMode_always
scanRequest triggerMode with IfxVadc_TriggerMode_uponFallingEdge ;
scanRequest triggerSource with IfxVadc_TriggerSource_7;

,initialize the group by calling IfxVadc_Adc_initGroup param[in] groupdId as IfxVadc_GroupId for ADC group  "
get_voltage_KL30(),"initialize group config by calling IfxVadc_Adc_initGroupConfig,Overriding the following default parameters
requestSlotScanEnabled with TRUE
requestSlotStartMode with (groupId==IfxVadc_GroupId_0) ? IfxVadc_RequestSlotStartMode_cancelInjectRepeat : IfxVadc_RequestSlotStartMode_waitForStart ;
autoscanEnabled with FALSE
requestSlotBackgroundScanEnabled with TRUE
backgroundScanRequest gatingMode with IfxVadc_GatingMode_always
scanRequest gatingMode with IfxVadc_GatingMode_always
scanRequest triggerMode with IfxVadc_TriggerMode_uponFallingEdge ;
scanRequest triggerSource with IfxVadc_TriggerSource_7;

,initialize the group by calling IfxVadc_Adc_initGroup param[in] groupdId as IfxVadc_GroupId for ADC group  "
getApplState,"initialize group config by calling IfxVadc_Adc_initGroupConfig,Overriding the following default parameters
requestSlotScanEnabled with TRUE
requestSlotStartMode with (groupId==IfxVadc_GroupId_0) ? IfxVadc_RequestSlotStartMode_cancelInjectRepeat : IfxVadc_RequestSlotStartMode_waitForStart ;
autoscanEnabled with FALSE
requestSlotBackgroundScanEnabled with TRUE
backgroundScanRequest gatingMode with IfxVadc_GatingMode_always
scanRequest gatingMode with IfxVadc_GatingMode_always
scanRequest triggerMode with IfxVadc_TriggerMode_uponFallingEdge ;
scanRequest triggerSource with IfxVadc_TriggerSource_7;

,initialize the group by calling IfxVadc_Adc_initGroup param[in] groupdId as IfxVadc_GroupId for ADC group  "
getApplState(),"initialize group config by calling IfxVadc_Adc_initGroupConfig,Overriding the following default parameters
requestSlotScanEnabled with TRUE
requestSlotStartMode with (groupId==IfxVadc_GroupId_0) ? IfxVadc_RequestSlotStartMode_cancelInjectRepeat : IfxVadc_RequestSlotStartMode_waitForStart ;
autoscanEnabled with FALSE
requestSlotBackgroundScanEnabled with TRUE
backgroundScanRequest gatingMode with IfxVadc_GatingMode_always
scanRequest gatingMode with IfxVadc_GatingMode_always
scanRequest triggerMode with IfxVadc_TriggerMode_uponFallingEdge ;
scanRequest triggerSource with IfxVadc_TriggerSource_7;

,initialize the group by calling IfxVadc_Adc_initGroup param[in] groupdId as IfxVadc_GroupId for ADC group  "
getDCLinkVoltage,"initialize group config by calling IfxVadc_Adc_initGroupConfig,Overriding the following default parameters
requestSlotScanEnabled with TRUE
requestSlotStartMode with (groupId==IfxVadc_GroupId_0) ? IfxVadc_RequestSlotStartMode_cancelInjectRepeat : IfxVadc_RequestSlotStartMode_waitForStart ;
autoscanEnabled with FALSE
requestSlotBackgroundScanEnabled with TRUE
backgroundScanRequest gatingMode with IfxVadc_GatingMode_always
scanRequest gatingMode with IfxVadc_GatingMode_always
scanRequest triggerMode with IfxVadc_TriggerMode_uponFallingEdge ;
scanRequest triggerSource with IfxVadc_TriggerSource_7;

,initialize the group by calling IfxVadc_Adc_initGroup param[in] groupdId as IfxVadc_GroupId for ADC group  "
getHVTerminalVoltage,"initialize group config by calling IfxVadc_Adc_initGroupConfig,Overriding the following default parameters
requestSlotScanEnabled with TRUE
requestSlotStartMode with (groupId==IfxVadc_GroupId_0) ? IfxVadc_RequestSlotStartMode_cancelInjectRepeat : IfxVadc_RequestSlotStartMode_waitForStart ;
autoscanEnabled with FALSE
requestSlotBackgroundScanEnabled with TRUE
backgroundScanRequest gatingMode with IfxVadc_GatingMode_always
scanRequest gatingMode with IfxVadc_GatingMode_always
scanRequest triggerMode with IfxVadc_TriggerMode_uponFallingEdge ;
scanRequest triggerSource with IfxVadc_TriggerSource_7;

,initialize the group by calling IfxVadc_Adc_initGroup param[in] groupdId as IfxVadc_GroupId for ADC group  "
getIwdtState,"initialize group config by calling IfxVadc_Adc_initGroupConfig,Overriding the following default parameters
requestSlotScanEnabled with TRUE
requestSlotStartMode with (groupId==IfxVadc_GroupId_0) ? IfxVadc_RequestSlotStartMode_cancelInjectRepeat : IfxVadc_RequestSlotStartMode_waitForStart ;
autoscanEnabled with FALSE
requestSlotBackgroundScanEnabled with TRUE
backgroundScanRequest gatingMode with IfxVadc_GatingMode_always
scanRequest gatingMode with IfxVadc_GatingMode_always
scanRequest triggerMode with IfxVadc_TriggerMode_uponFallingEdge ;
scanRequest triggerSource with IfxVadc_TriggerSource_7;

,initialize the group by calling IfxVadc_Adc_initGroup param[in] groupdId as IfxVadc_GroupId for ADC group  "
getIwdtState(),"initialize group config by calling IfxVadc_Adc_initGroupConfig,Overriding the following default parameters
requestSlotScanEnabled with TRUE
requestSlotStartMode with (groupId==IfxVadc_GroupId_0) ? IfxVadc_RequestSlotStartMode_cancelInjectRepeat : IfxVadc_RequestSlotStartMode_waitForStart ;
autoscanEnabled with FALSE
requestSlotBackgroundScanEnabled with TRUE
backgroundScanRequest gatingMode with IfxVadc_GatingMode_always
scanRequest gatingMode with IfxVadc_GatingMode_always
scanRequest triggerMode with IfxVadc_TriggerMode_uponFallingEdge ;
scanRequest triggerSource with IfxVadc_TriggerSource_7;

,initialize the group by calling IfxVadc_Adc_initGroup param[in] groupdId as IfxVadc_GroupId for ADC group  "
getMotorTorque,"initialize group config by calling IfxVadc_Adc_initGroupConfig,Overriding the following default parameters
requestSlotScanEnabled with TRUE
requestSlotStartMode with (groupId==IfxVadc_GroupId_0) ? IfxVadc_RequestSlotStartMode_cancelInjectRepeat : IfxVadc_RequestSlotStartMode_waitForStart ;
autoscanEnabled with FALSE
requestSlotBackgroundScanEnabled with TRUE
backgroundScanRequest gatingMode with IfxVadc_GatingMode_always
scanRequest gatingMode with IfxVadc_GatingMode_always
scanRequest triggerMode with IfxVadc_TriggerMode_uponFallingEdge ;
scanRequest triggerSource with IfxVadc_TriggerSource_7;

,initialize the group by calling IfxVadc_Adc_initGroup param[in] groupdId as IfxVadc_GroupId for ADC group  "
getProtectionStatus,"initialize group config by calling IfxVadc_Adc_initGroupConfig,Overriding the following default parameters
requestSlotScanEnabled with TRUE
requestSlotStartMode with (groupId==IfxVadc_GroupId_0) ? IfxVadc_RequestSlotStartMode_cancelInjectRepeat : IfxVadc_RequestSlotStartMode_waitForStart ;
autoscanEnabled with FALSE
requestSlotBackgroundScanEnabled with TRUE
backgroundScanRequest gatingMode with IfxVadc_GatingMode_always
scanRequest gatingMode with IfxVadc_GatingMode_always
scanRequest triggerMode with IfxVadc_TriggerMode_uponFallingEdge ;
scanRequest triggerSource with IfxVadc_TriggerSource_7;

,initialize the group by calling IfxVadc_Adc_initGroup param[in] groupdId as IfxVadc_GroupId for ADC group  "
getProtectionStatus(),"initialize group config by calling IfxVadc_Adc_initGroupConfig,Overriding the following default parameters
requestSlotScanEnabled with TRUE
requestSlotStartMode with (groupId==IfxVadc_GroupId_0) ? IfxVadc_RequestSlotStartMode_cancelInjectRepeat : IfxVadc_RequestSlotStartMode_waitForStart ;
autoscanEnabled with FALSE
requestSlotBackgroundScanEnabled with TRUE
backgroundScanRequest gatingMode with IfxVadc_GatingMode_always
scanRequest gatingMode with IfxVadc_GatingMode_always
scanRequest triggerMode with IfxVadc_TriggerMode_uponFallingEdge ;
scanRequest triggerSource with IfxVadc_TriggerSource_7;

,initialize the group by calling IfxVadc_Adc_initGroup param[in] groupdId as IfxVadc_GroupId for ADC group  "
getSpiFlags,"initialize group config by calling IfxVadc_Adc_initGroupConfig,Overriding the following default parameters
requestSlotScanEnabled with TRUE
requestSlotStartMode with (groupId==IfxVadc_GroupId_0) ? IfxVadc_RequestSlotStartMode_cancelInjectRepeat : IfxVadc_RequestSlotStartMode_waitForStart ;
autoscanEnabled with FALSE
requestSlotBackgroundScanEnabled with TRUE
backgroundScanRequest gatingMode with IfxVadc_GatingMode_always
scanRequest gatingMode with IfxVadc_GatingMode_always
scanRequest triggerMode with IfxVadc_TriggerMode_uponFallingEdge ;
scanRequest triggerSource with IfxVadc_TriggerSource_7;

,initialize the group by calling IfxVadc_Adc_initGroup param[in] groupdId as IfxVadc_GroupId for ADC group  "
getSpiFlags(),"initialize group config by calling IfxVadc_Adc_initGroupConfig,Overriding the following default parameters
requestSlotScanEnabled with TRUE
requestSlotStartMode with (groupId==IfxVadc_GroupId_0) ? IfxVadc_RequestSlotStartMode_cancelInjectRepeat : IfxVadc_RequestSlotStartMode_waitForStart ;
autoscanEnabled with FALSE
requestSlotBackgroundScanEnabled with TRUE
backgroundScanRequest gatingMode with IfxVadc_GatingMode_always
scanRequest gatingMode with IfxVadc_GatingMode_always
scanRequest triggerMode with IfxVadc_TriggerMode_uponFallingEdge ;
scanRequest triggerSource with IfxVadc_TriggerSource_7;

,initialize the group by calling IfxVadc_Adc_initGroup param[in] groupdId as IfxVadc_GroupId for ADC group  "
getStatus_cyclic_test_progress,"initialize group config by calling IfxVadc_Adc_initGroupConfig,Overriding the following default parameters
requestSlotScanEnabled with TRUE
requestSlotStartMode with (groupId==IfxVadc_GroupId_0) ? IfxVadc_RequestSlotStartMode_cancelInjectRepeat : IfxVadc_RequestSlotStartMode_waitForStart ;
autoscanEnabled with FALSE
requestSlotBackgroundScanEnabled with TRUE
backgroundScanRequest gatingMode with IfxVadc_GatingMode_always
scanRequest gatingMode with IfxVadc_GatingMode_always
scanRequest triggerMode with IfxVadc_TriggerMode_uponFallingEdge ;
scanRequest triggerSource with IfxVadc_TriggerSource_7;

,initialize the group by calling IfxVadc_Adc_initGroup param[in] groupdId as IfxVadc_GroupId for ADC group  "
getStatus_cyclic_test_progress(),"initialize group config by calling IfxVadc_Adc_initGroupConfig,Overriding the following default parameters
requestSlotScanEnabled with TRUE
requestSlotStartMode with (groupId==IfxVadc_GroupId_0) ? IfxVadc_RequestSlotStartMode_cancelInjectRepeat : IfxVadc_RequestSlotStartMode_waitForStart ;
autoscanEnabled with FALSE
requestSlotBackgroundScanEnabled with TRUE
backgroundScanRequest gatingMode with IfxVadc_GatingMode_always
scanRequest gatingMode with IfxVadc_GatingMode_always
scanRequest triggerMode with IfxVadc_TriggerMode_uponFallingEdge ;
scanRequest triggerSource with IfxVadc_TriggerSource_7;

,initialize the group by calling IfxVadc_Adc_initGroup param[in] groupdId as IfxVadc_GroupId for ADC group  "
getStatus_cyclic_test_result,"initialize group config by calling IfxVadc_Adc_initGroupConfig,Overriding the following default parameters
requestSlotScanEnabled with TRUE
requestSlotStartMode with (groupId==IfxVadc_GroupId_0) ? IfxVadc_RequestSlotStartMode_cancelInjectRepeat : IfxVadc_RequestSlotStartMode_waitForStart ;
autoscanEnabled with FALSE
requestSlotBackgroundScanEnabled with TRUE
backgroundScanRequest gatingMode with IfxVadc_GatingMode_always
scanRequest gatingMode with IfxVadc_GatingMode_always
scanRequest triggerMode with IfxVadc_TriggerMode_uponFallingEdge ;
scanRequest triggerSource with IfxVadc_TriggerSource_7;

,initialize the group by calling IfxVadc_Adc_initGroup param[in] groupdId as IfxVadc_GroupId for ADC group  "
